ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,Planning,Designation,NBHD
R72 50824 0008,5000,17880,22880,4000,11660,15660,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0036,11480,83240,94720,18550,85740,104290,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0012,18000,41930,59930,18000,80000,98000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0019,29500,42530,72030,11630,8520,20150,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0017,18000,28510,46510,18000,45800,63800,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0049,5410,0,5410,5610,0,5610,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0029,5400,0,5400,5600,0,5600,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0034,180000,18230,198230,54000,216950,270950,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0007,27230,43090,70320,29200,127110,156310,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0010,27830,73710,101540,28000,138490,166490,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0039,22570,50400,72970,8200,59340,67540,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0003,32490,149440,181930,33880,235060,268940,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0006,30250,98230,128480,33380,146590,179970,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0009,54000,176410,230410,54000,393000,447000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0027,27560,68290,95850,27650,98600,126250,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0018,7240,220,7460,6760,830,7590,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0057,1030,570,1600,940,740,1680,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0033,2090,0,2090,1950,0,1950,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0013,24050,0,24050,22440,0,22440,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0047,31760,46030,77790,31920,63470,95390,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0013,5400,25110,30510,5600,20650,26250,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0005,30250,41810,72060,33380,134510,167890,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0009,14250,0,14250,13180,0,13180,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0009,6310,0,6310,6320,0,6320,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0023,25990,107010,133000,26040,158840,184880,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0039,2320,0,2320,1480,0,1480,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0051,8090,0,8090,8390,0,8390,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0050,30250,83730,113980,33380,134670,168050,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0020,13130,0,13130,11850,0,11850,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0048,18000,87450,105450,18000,14860,32860,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0002,5000,16650,21650,4000,10840,14840,GRAFTON HILLS,HD-1,Grafton Hill
R72 06505 0020,10330,54750,65080,3600,0,3600,GRAFTON HILLS,HD-1,Grafton Hill
R72 51423 0004,0,0,0,0,0,0,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0041,510,0,510,250,0,250,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0053,16480,66520,83000,18020,42960,60980,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0036,26000,66020,92020,25960,184580,210540,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0016,29000,30440,59440,28890,94670,123560,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0003,45000,21180,66180,45000,291640,336640,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0028,24150,101330,125480,23980,63900,87880,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0017,26750,49100,75850,26660,119110,145770,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0002,24110,213200,237310,22510,221940,244450,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0021,3020,82960,85980,24180,81450,105630,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0003,5000,20130,25130,4000,12670,16670,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0031,18380,121760,140140,32040,116560,148600,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0006,5000,16650,21650,4000,10840,14840,GRAFTON HILLS,HD-1,Grafton Hill
R72 06511 0001,0,73700,73700,0,73700,73700,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0005,29250,68630,97880,30660,69830,100490,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0018,27120,93650,120770,26960,148660,175620,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0008,22250,76130,98380,22200,104730,126930,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0007,0,158570,158570,0,193690,193690,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0010,27500,86340,113840,27840,144530,172370,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0033,24850,97180,122030,24140,98360,122500,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0012,22920,103000,125920,22780,152780,175560,GRAFTON HILLS,HD-1,Grafton Hill
R72 51423 0005,0,0,0,0,0,0,GRAFTON HILLS,HD-1,Grafton Hill
R72 51423 0001,192000,248240,440240,200000,216540,416540,GRAFTON HILLS,HD-1,Grafton Hill
R72 51423 0002,192000,357460,549460,0,110390,110390,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0013,28600,96650,125250,28780,140480,169260,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0028,!,!,!,576000,3696080,4272080,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0011,530,0,530,530,0,530,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0021,23510,13890,37400,23480,0,23480,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0034,9000,1420,10420,2240,390,2630,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0017,27500,65000,92500,2980,8500,11480,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0016,126000,143310,269310,31190,22590,53780,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0044,45000,3070,48070,2240,830,3070,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0018,135000,135570,270570,31600,34240,65840,GRAFTON HILLS,HD-1,Grafton Hill
R72 06409 0001,40130,35530,75660,36300,2420,38720,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0001,157050,3071620,3228670,142230,2572740,2714970,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0033,30250,102420,132670,33380,191260,224640,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0032,15130,0,15130,15070,0,15070,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0062,9080,0,9080,7510,0,7510,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0031,25710,129710,155420,27110,234670,261780,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0007,30250,120360,150610,33380,155870,189250,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0007,5000,16650,21650,4000,10840,14840,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0001,52860,2380,55240,49340,3080,52420,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0018,1680,0,1680,4520,0,4520,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0016,30250,199460,229710,33380,265020,298400,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0015,43010,65950,108960,43250,115540,158790,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0061,19360,65380,84740,15890,34260,50150,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0002,12100,0,12100,15070,0,15070,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0001,30250,60470,90720,33380,81620,115000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0001,22770,105300,128070,22590,143110,165700,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0015,23180,25730,48910,8550,56030,64580,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0027,4200,146200,150400,19730,97280,117010,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0010,5000,19200,24200,4000,15210,19210,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0035,10880,101140,112020,17440,173090,190530,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0013,24690,128200,152890,43030,177100,220130,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0009,5400,0,5400,33380,101290,134670,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0012,5400,0,5400,5400,0,5400,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0011,5400,0,5400,5400,0,5400,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0015,30250,74890,105140,33380,135330,168710,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0048,92570,63740,156310,93150,707000,800150,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0013,23750,90450,114200,23660,135500,159160,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0012,5000,19200,24200,4000,11410,15410,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0004,5000,16650,21650,4000,17040,21040,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0016,5000,16330,21330,4000,9250,13250,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0015,5000,15020,20020,4000,9220,13220,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0026,28000,112680,140680,28470,116660,145130,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0028,24940,159370,184310,44260,186480,230740,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0044,29500,56950,86450,31600,81440,113040,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0011,5000,16650,21650,4000,10840,14840,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0002,29420,158560,187980,30040,230000,260040,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0011,30250,47500,77750,5600,118020,123620,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0046,12850,88310,101160,21250,102390,123640,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0012,29900,109950,139850,30140,173460,203600,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0037,30250,112850,143100,33380,153940,187320,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0051,30250,161330,191580,33380,181740,215120,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0005,34690,141340,176030,35990,212330,248320,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0020,26950,15020,41970,9950,38440,48390,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0011,19000,90300,109300,19800,115400,135200,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0040,1160,0,1160,590,0,590,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0033,12150,91410,103560,19640,118620,138260,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0012,30250,49160,79410,33380,97890,131270,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0048,26550,60440,86990,27780,104030,131810,GRAFTON HILLS,HD-1,Grafton Hill
R72 06503 0038,11500,125080,136580,18630,145330,163960,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0039,30250,83740,113990,33380,138860,172240,GRAFTON HILLS,HD-1,Grafton Hill
R72 06501 0030,31760,95620,127380,31920,128380,160300,GRAFTON HILLS,HD-1,Grafton Hill
R72 06504 0035,219380,543670,763050,221000,617050,838050,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0004,25220,79130,104350,25250,118740,143990,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0007,43200,320840,364040,44440,350600,395040,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0020,21360,137190,158550,21520,188210,209730,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0003,11050,0,11050,9980,0,9980,GRAFTON HILLS,HD-1,Grafton Hill
R72 06508 0015,44230,133470,177700,45540,176330,221870,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0026,30910,0,30910,28000,0,28000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0006,25710,0,25710,23280,0,23280,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0025,5030,0,5030,4560,0,4560,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0002,27170,0,27170,24600,0,24600,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0005,25710,0,25710,23280,0,23280,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0004,25710,0,25710,23280,0,23280,GRAFTON HILLS,HD-1,Grafton Hill
R72 06606 0001,25680,1531210,1556890,23050,1842710,1865760,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0015,29930,29630,59560,30270,49730,80000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0003,30250,61300,91550,33380,147990,181370,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0013,30250,94030,124280,33380,162560,195940,GRAFTON HILLS,HD-1,Grafton Hill
R72 06506 0029,!,!,!,10330,141670,152000,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0011,27500,177610,205110,27740,243610,271350,GRAFTON HILLS,HD-1,Grafton Hill
R72 50824 0005,5000,20130,25130,4000,12670,16670,GRAFTON HILLS,HD-1,Grafton Hill
R72 06507 0002,16700,73750,90450,18210,86010,104220,GRAFTON HILLS,HD-1,Grafton Hill
R72 06609 0004,30250,71720,101970,33380,63600,96980,GRAFTON HILLS,HD-1,Grafton Hill
R72 01210 0044,14880,28020,42900,10280,170210,180490,HISTORIC INNER EAST,HD-2,Huffman
R72 02208 0047,4780,43580,48360,4780,42570,47350,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0001,7240,0,7240,3440,0,3440,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0005,15610,42560,58170,10880,78500,89380,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0031,14880,34580,49460,10280,61850,72130,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0060,14880,17940,32820,10280,6000,16280,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0087,8940,0,8940,8940,0,8940,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0011,7680,5360,13040,5370,0,5370,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0069,6140,6620,12760,6140,7370,13510,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0002,14400,37970,52370,14400,58090,72490,HISTORIC INNER EAST,HD-1,Huffman
R72 01211 0061,4420,0,4420,5890,4520,10410,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0070,17150,24290,41440,12290,30930,43220,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0001,7700,107670,115370,6650,87030,93680,HISTORIC INNER EAST,HD-1,Huffman
R72 01206 0038,6480,2020,8500,6480,2090,8570,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0027,7490,0,7490,4730,0,4730,HISTORIC INNER EAST,HD-2,Huffman
R72 01205 0003,10040,71080,81120,10040,67940,77980,HISTORIC INNER EAST,HD-1,Huffman
R72 01208 0066,17150,9090,26240,12290,55780,68070,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0009,4860,18440,23300,4860,19500,24360,HISTORIC INNER EAST,HD-2,Huffman
R72 01211 0055,14580,4130,18710,5170,57830,63000,HISTORIC INNER EAST,HD-1,Huffman
R72 01206 0009,14990,14070,29060,10500,1010,11510,HISTORIC INNER EAST,HD-2,Huffman
R72 01205 0004,10040,82260,92300,10040,70420,80460,HISTORIC INNER EAST,HD-1,Huffman
R72 01208 0076,1440,0,1440,1440,0,1440,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0062,13230,20560,33790,8900,39760,48660,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0067,5200,0,5200,3480,0,3480,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0058,13470,42840,56310,9100,69950,79050,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0023,14990,5130,20120,10500,16120,26620,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0004,7490,0,7490,4730,0,4730,HISTORIC INNER EAST,HD-2,Huffman
R72 01207 0073,12750,35040,47790,9020,28690,37710,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0055,14990,65050,80040,10500,85540,96040,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0029,8120,0,8120,5230,0,5230,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0058,16730,61740,78470,12080,107650,119730,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0036,14990,27040,42030,10500,32480,42980,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0026,14990,20190,35180,10500,33980,44480,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0052,19980,66120,86100,15000,153470,168470,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0011,7490,0,7490,4730,0,4730,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0055,13120,57960,71080,8780,88810,97590,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0050,14880,27010,41890,10280,37790,48070,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0051,14460,41310,55770,9940,60210,70150,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0059,15120,13800,28920,10480,33490,43970,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0068,9500,3830,13330,9500,6640,16140,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0011,8230,26240,34470,4900,4780,9680,HISTORIC INNER EAST,HD-2,Huffman
R72 01207 0068,15300,19230,34530,10730,22690,33420,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0072,6000,11250,17250,6000,25290,31290,HISTORIC INNER EAST,HD-2,Huffman
R72 01211 0063,23110,48560,71670,14650,68090,82740,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0074,14880,32700,47580,10280,45730,56010,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0008,14990,32490,47480,10500,8780,19280,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0013,14990,11940,26930,10500,6740,17240,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0057,16730,46300,63030,12080,53600,65680,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0005,18480,32990,51470,13650,57240,70890,HISTORIC INNER EAST,HD-1,Huffman
R72 02201 0003,6320,88950,95270,4920,84860,89780,HISTORIC INNER EAST,HD-1,Huffman
R72 02201 0009,18480,67250,85730,13650,77540,91190,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0016,17150,64590,81740,12290,78580,90870,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0015,14740,14050,28790,10280,40080,50360,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0061,6300,9990,16290,3840,27700,31540,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0010,2980,0,2980,2980,0,2980,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0028,8770,0,8770,5820,0,5820,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0045,14880,4880,19760,10280,24130,34410,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0007,13770,5730,19500,4690,0,4690,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0026,6870,26920,33790,4030,25070,29100,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0071,17150,4380,21530,12290,27810,40100,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0097,10490,25870,36360,7020,51530,58550,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0012,6870,0,6870,4220,0,4220,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0052,13020,14010,27030,8690,55690,64380,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0060,13500,69920,83420,13500,119180,132680,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0032,14880,23180,38060,10280,45840,56120,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0056,13500,54770,68270,13500,56390,69890,HISTORIC INNER EAST,HD-1,Huffman
R72 01210 0063,5100,0,5100,3400,0,3400,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0035,14990,52800,67790,10500,57490,67990,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0050,8750,0,8750,6380,0,6380,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0041,24300,5670,29970,24300,3640,27940,HISTORIC INNER EAST,HD-1,Huffman
R72 01210 0078,14410,22320,36730,9890,57260,67150,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0107,17150,30500,47650,12290,44290,56580,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0067,12480,69580,82060,7780,9570,17350,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0108,17150,880,18030,12290,48060,60350,HISTORIC INNER EAST,HD-2,Huffman
R72 01211 0008,12060,95640,107700,12060,30810,42870,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0050,15030,34020,49050,10380,174930,185310,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0065,5200,0,5200,3480,0,3480,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0075,14880,60400,75280,10280,78620,88900,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0008,18900,25980,44880,13730,51160,64890,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0027,3640,16970,20610,2200,9530,11730,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0060,6480,22270,28750,3920,16340,20260,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0059,3690,0,3690,1440,0,1440,HISTORIC INNER EAST,HD-1,Huffman
R72 01212 0032,13750,8280,22030,9340,21130,30470,HISTORIC INNER EAST,HD-2,Huffman
R72 01211 0065,13750,10930,24680,9340,25050,34390,HISTORIC INNER EAST,HD-2,Huffman
R72 01206 0067,9950,34770,44720,6470,54240,60710,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0038,1660,0,1660,2820,0,2820,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0049,15410,38450,53860,10740,35970,46710,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0081,14880,43880,58760,10280,77820,88100,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0050,7230,0,7230,4470,0,4470,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0039,17150,44770,61920,12290,43890,56180,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0014,8490,38040,46530,2550,0,2550,HISTORIC INNER EAST,HD-1,Huffman
R72 02202 0013,14400,26140,40540,6450,0,6450,HISTORIC INNER EAST,HD-1,Huffman
R72 02202 0040,7360,11370,18730,4410,6610,11020,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0095,7560,0,7560,4720,0,4720,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0034,15120,6720,21840,10480,4010,14490,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0019,18480,2140,20620,13650,2140,15790,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0018,14740,7850,22590,10280,40520,50800,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0002,6550,0,6550,2550,0,2550,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0012,14880,14550,29430,10330,58230,68560,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0072,12290,56340,68630,8110,80180,88290,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0062,11880,26390,38270,11880,22330,34210,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0077,6000,18930,24930,6000,19400,25400,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0096,14880,28570,43450,10280,64950,75230,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0041,14880,30790,45670,10280,53550,63830,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0044,14880,31890,46770,10280,55180,65460,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0064,17150,28760,45910,12290,32440,44730,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0040,8580,0,8580,6140,0,6140,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0035,15120,11390,26510,10480,24520,35000,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0072,15980,58590,74570,11400,91090,102490,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0043,15120,18860,33980,10480,55350,65830,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0023,11660,23180,34840,10080,84690,94770,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0093,14880,18760,33640,10280,33510,43790,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0061,14880,33180,48060,10280,47990,58270,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0078,14990,37940,52930,10500,86380,96880,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0011,13490,16330,29820,4580,0,4580,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0066,18230,58880,77110,13430,102650,116080,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0068,13740,51840,65580,9380,71360,80740,HISTORIC INNER EAST,HD-2,Huffman
R72 01212 0035,14460,34040,48500,9990,35210,45200,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0002,10840,11170,22010,7060,69050,76110,HISTORIC INNER EAST,HD-2,Huffman
R72 01211 0064,13750,19720,33470,9340,47400,56740,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0015,8840,45040,53880,5310,46120,51430,HISTORIC INNER EAST,HD-2,Huffman
R72 02202 0017,8230,10090,18320,4880,39140,44020,HISTORIC INNER EAST,HD-1,Huffman
R72 02202 0012,14400,22710,37110,14400,19030,33430,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0083,16220,56870,73090,11390,95430,106820,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0045,17150,7490,24640,12290,32030,44320,HISTORIC INNER EAST,HD-2,Huffman
R72 01210 0079,8420,23050,31470,5250,12910,18160,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0058,13500,4970,18470,13500,6590,20090,HISTORIC INNER EAST,HD-1,Huffman
R72 01210 0082,22920,10790,33710,17020,27220,44240,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0001,1930,0,1930,1500,0,1500,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0046,14880,43080,57960,10280,75130,85410,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0027,14880,14130,29010,10280,33090,43370,HISTORIC INNER EAST,HD-2,Huffman
R72 02203 0036,15120,27260,42380,10480,31360,41840,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0067,17150,30600,47750,12290,49690,61980,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0034,1730,0,1730,1090,0,1090,HISTORIC INNER EAST,HD-1,Huffman
R72 02203 0051,14880,37020,51900,10280,69750,80030,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0014,2280,0,2280,2280,0,2280,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0075,18730,38680,57410,13880,76650,90530,HISTORIC INNER EAST,HD-2,Huffman
R72 02201 0021,12990,28200,41190,8700,48440,57140,HISTORIC INNER EAST,HD-2,Huffman
R72 01208 0009,15610,660,16270,4890,0,4890,HISTORIC INNER EAST,HD-2,Huffman
R72 01209 0003,12180,63080,75260,12180,48660,60840,HISTORIC INNER EAST,HD-1,Huffman
R72 01209 0036,13980,45800,59780,9580,69820,79400,HISTORIC INNER EAST,HD-1,Huffman
