R72 01306 0040,16540,48450,64990
R72 01301 0004,8270,67770,76040
R72 01306 0002,18900,36890,55790
R72 01306 0049,1070,0,1070
R72 01306 0001,18900,58440,77340
R72 01308 0023,16540,2100,18640
R72 01304 0019,18110,61320,79430
R72 01306 0013,17060,46670,63730
R72 01306 0071,21000,60490,81490
R72 01304 0015,12290,114060,126350
R72 01305 0021,8750,157130,165880
R72 01302 0062,17850,29470,47320
R72 01308 0004,16540,30620,47160
R72 01306 0060,1510,0,1510
R72 01204 0031,17760,50840,68600
R72 01204 0057,7920,0,7920
R72 01204 0056,13370,65370,78740
R72 01204 0015,20700,95550,116250
R72 01307 0008,14960,39690,54650
R72 01307 0010,4870,0,4870
R72 01306 0034,18900,39380,58280
R72 01307 0011,16540,55770,72310
R72 01303 0036,15750,27900,43650
R72 01306 0012,17060,56940,74000
R72 01306 0073,3080,0,3080
R72 01306 0074,16540,56020,72560
R72 01306 0075,5790,0,5790
R72 01305 0036,16540,34790,51330
R72 01302 0001,46900,188740,235640
R72 51466 0032,!,!,!
R72 51466 0012,!,!,!
R72 51466 0025,!,!,!
R72 51466 0017,!,!,!
R72 51466 0018,!,!,!
R72 51466 0031,!,!,!
R72 51466 0030,!,!,!
R72 51466 0029,!,!,!
R72 51466 0015,!,!,!
R72 51466 0028,!,!,!
R72 51466 0014,!,!,!
R72 51466 0027,!,!,!
R72 51466 0013,!,!,!
R72 51466 0026,!,!,!
R72 06408 0025,24570,97530,122100
R72 06411 0059,!,!,!
R72 06411 0034,!,!,!
R72 06411 0041,!,!,!
R72 06411 0065,21380,104880,126260
R72 06408 0037,23210,52190,75400
R72 06411 0067,!,!,!
R72 06406 0066,17710,67250,84960
R72 06407 0046,20480,68900,89380
R72 06411 0064,!,!,!
R72 06410 0029,!,!,!
R72 06411 0053,!,!,!
R72 06406 0063,!,!,!
R72 06411 0060,!,!,!
R72 06411 0006,26640,68270,94910
R72 06406 0051,!,!,!
R72 06411 0045,!,!,!
R72 06411 0010,4680,0,4680
R72 06408 0040,!,!,!
R72 06411 0001,50400,214740,265140
R72 06411 0022,47000,107390,154390
R72 06406 0037,29200,42150,71350
R72 06411 0068,16870,51770,68640
R72 06411 0031,27540,28410,55950
R72 06406 0049,!,!,!
R72 06411 0019,16350,19800,36150
R72 06407 0048,22660,71770,94430
R72 06411 0017,14160,78070,92230
R72 06411 0003,!,!,!
R72 06406 0064,!,!,!
R72 06406 0050,!,!,!
R72 06411 0046,!,!,!
R72 06411 0049,20980,65610,86590
R72 06411 0033,!,!,!
R72 06411 0024,!,!,!
R72 06408 0028,24190,64280,88470
R72 06407 0052,!,!,!
R72 06411 0044,!,!,!
R72 06411 0025,!,!,!
R72 06407 0045,!,!,!
R72 06408 0029,!,!,!
R72 06411 0040,!,!,!
R72 06407 0059,28840,67220,96060
R72 06411 0061,!,!,!
R72 06411 0062,!,!,!
R72 06411 0055,15410,52210,67620
R72 06411 0009,!,!,!
R72 06411 0027,6720,0,6720
R72 06410 0007,29120,94480,123600
R72 06411 0028,23000,84250,107250
R72 06410 0006,28840,99890,128730
R72 06410 0027,24860,95380,120240
R72 06406 0048,!,!,!
R72 06407 0053,!,!,!
R72 06410 0036,!,!,!
R72 06411 0036,!,!,!
R72 06408 0044,23630,87360,110990
R72 06406 0052,7510,0,7510
R72 06410 0015,29480,91430,120910
R72 06411 0056,!,!,!
R72 06411 0058,!,!,!
R72 06410 0017,29120,86050,115170
R72 06407 0047,!,!,!
R72 06410 0009,29120,100750,129870
R72 06411 0069,!,!,!
R72 06411 0042,!,!,!
R72 06410 0011,13440,51390,64830
R72 06410 0039,!,!,!
R72 06411 0037,!,!,!
R72 06411 0038,!,!,!
R72 06411 0029,!,!,!
R72 06411 0023,!,!,!
R72 06411 0015,12500,79490,91990
R72 06406 0039,16560,66420,82980
R72 06411 0012,17220,43360,60580
R72 06411 0007,13390,0,13390
R72 06408 0041,!,!,!
R72 06410 0038,17420,78410,95830
R72 06408 0024,!,!,!
R72 06407 0050,24150,155770,179920
R72 06411 0026,13440,63720,77160
R72 06407 0049,!,!,!
R72 06411 0063,!,!,!
R72 06411 0004,16800,0,16800
R72 06411 0002,!,!,!
R72 06407 0043,!,!,!
R72 06408 0027,22640,33910,56550
R72 06408 0023,25200,130550,155750
R72 06411 0008,!,!,!
R72 06407 0051,!,!,!
R72 06406 0065,15790,76390,92180
R72 06406 0056,12760,46330,59090
R72 06406 0036,!,!,!
R72 06410 0026,29920,81080,111000
R72 06407 0028,30790,112250,143040
R72 06408 0030,22640,67770,90410
R72 06410 0010,11700,0,11700
R72 06411 0016,6600,0,6600
R72 06406 0054,16560,74760,91320
R72 06410 0031,30790,61110,91900
R72 06411 0018,15600,54280,69880
R72 06411 0020,18000,72640,90640
R72 06411 0021,9360,2570,11930
R72 51466 0009,!,!,!
R72 51466 0022,!,!,!
R72 06410 0008,29120,121000,150120
R72 51466 0024,!,!,!
R72 51466 0011,!,!,!
R72 51466 0008,!,!,!
R72 51466 0021,!,!,!
R72 51466 0035,!,!,!
R72 51466 0034,!,!,!
R72 51466 0020,!,!,!
R72 51466 0007,!,!,!
R72 51466 0006,!,!,!
R72 51466 0003,!,!,!
R72 51466 0005,!,!,!
R72 51466 0004,!,!,!
R72 51466 0002,!,!,!
R72 51466 0001,!,!,!
R72 51466 0037,!,!,!
R72 51466 0036,!,!,!
R72 51466 0010,!,!,!
R72 51466 0023,!,!,!
R72 51466 0033,!,!,!
R72 51466 0019,!,!,!
R72 06411 0014,21530,68090,89620
R72 06406 0061,!,!,!
R72 06410 0033,30790,82910,113700
R72 06411 0054,15020,57700,72720
R72 06410 0016,29120,106770,135890
R72 06410 0047,27970,0,27970
R72 06407 0044,20480,61590,82070
R72 06407 0042,20480,87250,107730
R72 06411 0047,19580,75660,95240
R72 06406 0053,30050,114340,144390
R72 06407 0054,28300,89670,117970
R72 06410 0046,14430,0,14430
R72 06410 0005,13520,0,13520
R72 06411 0030,24950,63010,87960
R72 06410 0022,29920,0,29920
R72 06411 0011,21530,97000,118530
R72 06411 0050,10490,0,10490
R72 06411 0035,9850,3410,13260
R72 06411 0057,74750,245070,319820
R72 06411 0043,19540,5480,25020
R72 06411 0032,11490,3860,15350
R72 06411 0039,10450,3590,14040
R72 06410 0025,29920,50280,80200
R72 06410 0023,29920,112470,142390
R72 06410 0035,27020,186510,213530
R72 06411 0005,26640,28210,54850
R72 06407 0058,14610,5790,20400
R72 06407 0060,28840,58310,87150
R72 06411 0052,18020,54940,72960
R72 06411 0051,10070,11160,21230
R72 06410 0028,24490,34850,59340
R72 06410 0034,43780,97060,140840
R72 06410 0019,21550,41730,63280
R72 06411 0048,28310,76090,104400
R72 06407 0025,30790,89550,120340
R72 06407 0026,18450,34810,53260
R72 06411 0013,21530,70430,91960
R72 06406 0038,29200,57660,86860
R72 06408 0045,23940,107550,131490
R72 06407 0056,29210,112360,141570
R72 06410 0030,27080,112860,139940
R72 06407 0057,29210,14110,43320
R72 06408 0038,37500,39190,76690
R72 06410 0014,28760,104310,133070
R72 06407 0061,31830,57930,89760
R72 06406 0035,399840,1479400,1879240
R72 06410 0013,29120,114380,143500
R72 06408 0031,21980,53470,75450
R72 06410 0037,11340,0,11340
R72 06410 0018,17080,114660,131740
R72 06406 0062,27930,85630,113560
R72 06408 0043,20560,77380,97940
R72 06408 0032,23640,75630,99270
R72 06408 0042,19530,65680,85210
R72 06411 0066,20660,84870,105530
R72 06407 0027,30790,80910,111700
R72 06410 0032,30790,109010,139800
R72 06410 0012,29120,61890,91010
R72 06410 0024,30280,82070,112350
R72 51466 0016,!,!,!
R72 06408 0022,24260,106960,131220
R72 51327 0009,!,!,!
R72 51327 0003,8210,0,8210
R72 07307 0022,18000,46550,64550
R72 07308 0007,15900,61370,77270
R72 07308 0012,15900,52480,68380
R72 07307 0003,15900,75240,91140
R72 07307 0006,7950,0,7950
R72 51327 0004,8210,0,8210
R72 51327 0001,8210,0,8210
R72 51327 0006,16790,0,16790
R72 51327 0008,16790,0,16790
R72 51327 0005,16790,0,16790
R72 07307 0004,16050,49450,65500
R72 07307 0023,!,!,!
R72 51327 0002,8210,0,8210
R72 51327 0007,16790,0,16790
R72 07310 0019,!,!,!
R72 07407 0013,!,!,!
R72 07406 0008,!,!,!
R72 07311 0033,45000,59640,104640
R72 07307 0015,15900,44840,60740
R72 07403 0033,18450,13910,32360
R72 07403 0057,19660,74470,94130
R72 07401 0015,15750,45920,61670
R72 07401 0008,16670,8520,25190
R72 07401 0011,10580,53360,63940
R72 07608 0054,!,!,!
R72 07406 0007,6350,18440,24790
R72 07311 0008,15900,46860,62760
R72 07403 0047,14360,39670,54030
R72 07309 0013,11940,47210,59150
R72 07402 0015,17550,61310,78860
R72 07308 0006,15900,79700,95600
R72 07311 0028,15900,37070,52970
R72 07309 0014,9540,41980,51520
R72 07311 0016,14310,48060,62370
R72 07402 0022,15750,55870,71620
R72 07310 0042,10500,56740,67240
R72 07307 0013,14310,49230,63540
R72 07402 0017,!,!,!
R72 07402 0044,!,!,!
R72 07308 0010,15900,65380,81280
R72 07406 0003,18000,69430,87430
R72 07407 0002,22620,35400,58020
R72 07311 0009,2730,0,2730
R72 07401 0002,4750,57890,62640
R72 07402 0025,14960,125200,140160
R72 07407 0003,!,!,!
R72 07311 0015,!,!,!
R72 07307 0014,18000,53640,71640
R72 07307 0017,!,!,!
R72 07308 0021,15900,57340,73240
R72 07308 0011,21260,25010,46270
R72 07405 0001,12960,44620,57580
R72 07402 0035,!,!,!
R72 07311 0029,17490,57780,75270
R72 07308 0027,31420,0,31420
R72 07307 0005,15900,75360,91260
R72 07308 0023,18000,47560,65560
R72 07310 0021,10140,1390,11530
R72 07403 0037,!,!,!
R72 07308 0013,15900,68030,83930
R72 07405 0030,20700,185190,205890
R72 07311 0001,15580,47150,62730
R72 51326 0001,4000,0,4000
R72 07401 0003,2380,0,2380
R72 07407 0022,6090,0,6090
R72 07403 0046,18000,55840,73840
R72 07402 0014,17550,46310,63860
R72 07307 0016,22500,21080,43580
R72 07402 0006,17550,10490,28040
R72 07310 0046,10740,52000,62740
R72 07407 0007,18000,15750,33750
R72 07407 0018,!,!,!
R72 07405 0015,!,!,!
R72 07407 0004,!,!,!
R72 07403 0059,!,!,!
R72 07402 0013,!,!,!
R72 07403 0060,!,!,!
R72 07608 0052,!,!,!
R72 07311 0020,!,!,!
R72 07401 0018,!,!,!
R72 07408 0001,10440,76980,87420
R72 07406 0015,!,!,!
R72 07311 0018,!,!,!
R72 07407 0016,!,!,!
R72 07402 0040,!,!,!
R72 07401 0007,!,!,!
R72 07407 0021,!,!,!
R72 07403 0063,18000,41500,59500
R72 07310 0041,!,!,!
R72 07309 0030,10740,42940,53680
R72 07406 0002,!,!,!
R72 07403 0045,27000,30380,57380
R72 07406 0063,!,!,!
R72 07407 0037,!,!,!
R72 07310 0024,!,!,!
R72 07308 0016,15900,47380,63280
R72 07403 0054,!,!,!
R72 07402 0028,15440,8930,24370
R72 07405 0013,17550,133120,150670
R72 07405 0002,12670,44760,57430
R72 07405 0036,31800,99750,131550
R72 07402 0030,18000,16880,34880
R72 07310 0015,10140,42710,52850
R72 07311 0034,!,!,!
R72 07405 0038,!,!,!
R72 07307 0025,!,!,!
R72 07307 0021,15900,38640,54540
R72 07308 0018,15900,45630,61530
R72 07308 0004,15900,63480,79380
R72 07401 0019,!,!,!
R72 07407 0008,!,!,!
R72 07307 0020,3060,34390,37450
R72 07403 0051,!,!,!
R72 07403 0042,18000,49960,67960
R72 07310 0020,9540,42400,51940
R72 07406 0014,17400,71560,88960
R72 07311 0004,15900,40680,56580
R72 07308 0020,15900,37940,53840
R72 07408 0003,!,!,!
R72 07406 0064,!,!,!
R72 07403 0055,17550,36660,54210
R72 07405 0034,!,!,!
R72 07307 0024,14950,68200,83150
R72 07608 0022,!,!,!
R72 07405 0014,21940,34420,56360
R72 07401 0013,15750,16170,31920
R72 07401 0031,!,!,!
R72 07403 0053,18450,68840,87290
R72 07402 0010,17550,72790,90340
R72 07403 0043,18000,0,18000
R72 07311 0026,15110,44500,59610
R72 07311 0012,14050,0,14050
R72 07311 0006,4050,97660,101710
R72 51326 0002,4000,0,4000
R72 07310 0043,10740,37190,47930
R72 07311 0011,15900,59970,75870
R72 07402 0029,15750,97500,113250
R72 07403 0056,17550,68590,86140
R72 07311 0003,!,!,!
R72 07308 0019,15900,34670,50570
R72 07310 0040,10500,8240,18740
R72 07406 0012,!,!,!
R72 07308 0014,15900,48730,64630
R72 07406 0004,!,!,!
R72 07406 0013,!,!,!
R72 07310 0022,!,!,!
R72 07402 0045,!,!,!
R72 07401 0033,!,!,!
R72 07406 0023,!,!,!
R72 07310 0045,10740,44730,55470
R72 07406 0022,!,!,!
R72 07311 0024,15900,61740,77640
R72 07309 0031,!,!,!
R72 07307 0011,!,!,!
R72 07402 0038,!,!,!
R72 07406 0021,19310,26040,45350
R72 07401 0010,15400,48430,63830
R72 07401 0014,15750,51940,67690
R72 07311 0031,15900,3560,19460
R72 07403 0036,!,!,!
R72 07308 0005,15900,37450,53350
R72 07307 0009,29730,94420,124150
R72 07403 0048,10620,0,10620
R72 07401 0009,17200,71530,88730
R72 07402 0039,!,!,!
R72 07402 0041,!,!,!
R72 07401 0017,36000,35900,71900
R72 07407 0011,!,!,!
R72 07406 0006,!,!,!
R72 07406 0019,!,!,!
R72 07407 0014,20880,90850,111730
R72 07402 0016,28430,35800,64230
R72 07311 0002,14630,52890,67520
R72 07403 0020,!,!,!
R72 07608 0021,5510,0,5510
R72 07403 0049,18450,41400,59850
R72 07402 0026,14180,52660,66840
R72 07308 0015,15900,59940,75840
R72 07402 0008,17550,60610,78160
R72 07311 0013,18000,55030,73030
R72 07608 0038,13160,48930,62090
R72 07408 0004,153170,925850,1079020
R72 07311 0017,14310,26080,40390
R72 07405 0016,8780,0,8780
R72 07311 0030,14310,40620,54930
R72 07311 0010,15900,71530,87430
R72 07407 0005,8700,0,8700
R72 07405 0037,!,!,!
R72 07407 0015,!,!,!
R72 07408 0002,5040,0,5040
R72 07310 0017,!,!,!
R72 07407 0036,!,!,!
R72 07311 0007,!,!,!
R72 07405 0019,20330,0,20330
R72 07402 0024,16540,53250,69790
R72 07405 0017,!,!,!
R72 07608 0039,!,!,!
R72 07405 0090,29630,17120,46750
R72 07308 0025,59400,30220,89620
R72 07311 0027,15260,49160,64420
R72 07403 0058,!,!,!
R72 07311 0014,!,!,!
R72 07310 0038,10740,46960,57700
R72 07310 0023,2000,2280,4280
R72 07407 0012,!,!,!
R72 07408 0032,!,!,!
R72 07407 0009,15660,53990,69650
R72 07308 0022,15740,14490,30230
R72 07309 0015,10740,39220,49960
R72 07311 0005,!,!,!
R72 07307 0008,15900,40010,55910
R72 07308 0008,15900,65990,81890
R72 07406 0017,!,!,!
R72 07402 0042,!,!,!
R72 07308 0003,15900,33940,49840
R72 07406 0010,!,!,!
R72 07407 0035,!,!,!
R72 07405 0035,!,!,!
R72 07406 0009,!,!,!
R72 07311 0035,!,!,!
R72 07310 0044,10140,45920,56060
R72 07311 0032,15900,48250,64150
R72 07307 0019,15000,25320,40320
R72 07308 0001,15900,41110,57010
R72 07608 0020,6710,0,6710
R72 07308 0026,3650,11890,15540
R72 07309 0001,10740,19370,30110
R72 07310 0039,10740,34630,45370
R72 07308 0024,2920,34650,37570
R72 07403 0022,16200,51070,67270
R72 07308 0017,15900,45820,61720
R72 07402 0034,18900,72100,91000
R72 07310 0018,10740,57580,68320
R72 07402 0009,17550,35500,53050
R72 07307 0002,15900,65080,80980
R72 07401 0006,4750,34710,39460
R72 07405 0039,!,!,!
R72 07405 0005,1620,2170,3790
R72 07405 0045,!,!,!
R72 07405 0041,!,!,!
R72 07405 0044,4460,0,4460
R72 07405 0047,!,!,!
R72 07405 0040,8510,37860,46370
R72 07405 0006,18320,196400,214720
R72 07405 0053,900,0,900
R72 07405 0042,4860,0,4860
R72 07405 0043,!,!,!
R72 07405 0048,!,!,!
R72 07405 0046,5590,0,5590
R72 07307 0026,14010,0,14010
R72 07402 0027,15750,46430,62180
R72 07311 0019,18000,19130,37130
R72 07402 0012,21940,8780,30720
R72 07406 0001,4030,0,4030
R72 07608 0019,2770,0,2770
R72 07405 0018,12670,35160,47830
R72 07403 0019,24120,10010,34130
R72 07309 0029,10740,75390,86130
R72 07402 0023,15750,9040,24790
R72 07406 0011,19140,60530,79670
R72 07308 0009,15900,54060,69960
R72 07403 0023,16200,111440,127640
R72 07403 0024,2050,0,2050
R72 07403 0021,16200,57700,73900
R72 07405 0007,18810,109600,128410
R72 07401 0001,9860,0,9860
R72 07307 0010,23850,272890,296740
R72 07307 0012,7950,0,7950
R72 07407 0019,15660,55650,71310
R72 07403 0026,2050,0,2050
R72 07403 0041,8100,0,8100
R72 07403 0025,2050,0,2050
R72 07403 0061,12820,0,12820
R72 07403 0062,11530,0,11530
R72 07406 0020,6260,134200,140460
R72 07401 0016,15750,54870,70620
R72 07311 0025,15900,49890,65790
R72 51326 0003,0,0,0
R72 07405 0087,24480,120380,144860
R72 07405 0088,12320,0,12320
R72 07310 0026,10740,61360,72100
R72 07406 0018,17400,109190,126590
R72 07406 0016,17400,52680,70080
R72 07307 0018,16380,74210,90590
R72 07407 0017,9660,0,9660
R72 07310 0025,10500,106440,116940
R72 07405 0031,36690,23710,60400
R72 07310 0016,10740,96160,106900
R72 07307 0007,15900,43570,59470
R72 07406 0005,15660,56670,72330
R72 07407 0020,19140,74140,93280
R72 07401 0005,17550,190950,208500
R72 07401 0004,6580,0,6580
R72 07402 0011,17400,123900,141300
R72 07308 0002,15900,57470,73370
R72 07311 0023,15110,44660,59770
R72 07402 0033,17330,11970,29300
R72 07402 0032,17330,34730,52060
R72 07405 0033,6430,73610,80040
R72 07403 0034,18450,58390,76840
R72 07403 0050,18450,56620,75070
R72 07402 0031,15750,53310,69060
R72 07402 0005,20010,51950,71960
R72 07402 0007,17550,78850,96400
R72 07407 0001,13680,60640,74320
R72 07406 0024,5220,0,5220
R72 07307 0001,15900,35540,51440
R72 07407 0010,24360,5460,29820
R72 07403 0052,18450,48630,67080
R72 01503 0011,22200,135940,158140
R72 01502 0019,17640,87460,105100
R72 01502 0043,21250,192880,214130
R72 01510 0071,4920,0,4920
R72 01511 0045,25200,110300,135500
R72 01404 0024,!,!,!
R72 01502 0051,!,!,!
R72 01503 0034,!,!,!
R72 01509 0052,!,!,!
R72 01510 0054,!,!,!
R72 01508 0030,19150,42320,61470
R72 01511 0053,15370,68240,83610
R72 01401 0052,!,!,!
R72 01503 0002,!,!,!
R72 01503 0035,!,!,!
R72 01502 0080,21560,118890,140450
R72 01511 0052,22200,168100,190300
R72 01503 0041,!,!,!
R72 01511 0051,25200,170420,195620
R72 00607 0025,16440,78190,94630
R72 01508 0012,62420,69790,132210
R72 00606 0009,19690,2450,22140
R72 01508 0005,35130,60630,95760
R72 01508 0017,40390,199540,239930
R72 01403 0027,22980,129500,152480
R72 01508 0007,54380,125790,180170
R72 01401 0028,13170,42260,55430
R72 00607 0033,29490,3230,32720
R72 00606 0021,9830,2300,12130
R72 01508 0018,39090,124910,164000
R72 00606 0023,12850,37020,49870
R72 01403 0025,14520,2880,17400
R72 00607 0029,22730,52800,75530
R72 00607 0030,29490,21590,51080
R72 00606 0020,10110,2370,12480
R72 00606 0008,17950,44250,62200
R72 00606 0001,46780,520330,567110
R72 01508 0014,32920,246210,279130
R72 00607 0032,29490,3280,32770
R72 51207 0001,24000,73170,97170
R72 00607 0027,4830,0,4830
R72 01501 0007,31330,140270,171600
R72 01403 0029,63560,153230,216790
R72 00606 0012,34560,43240,77800
R72 00606 0024,17620,1930,19550
R72 51207 0003,24000,79680,103680
R72 51207 0002,24000,73280,97280
R72 51207 0004,24000,73420,97420
R72 50616 0001,36000,122850,158850
R72 01507 0053,25390,92520,117910
R72 01401 0001,25660,152570,178230
R72 01403 0026,14520,72990,87510
R72 01401 0057,8990,3220,12210
R72 01401 0004,17630,2080,19710
R72 01401 0012,27650,95650,123300
R72 01401 0061,22170,20500,42670
R72 01401 0008,31910,54470,86380
R72 01507 0038,37820,0,37820
R72 01401 0002,98490,76580,175070
R72 01401 0060,25600,134060,159660
R72 01501 0003,159210,65790,225000
R72 01411 0040,21900,0,21900
R72 01507 0020,13750,70920,84670
R72 01508 0046,72860,120350,193210
R72 01401 0013,23340,181060,204400
R72 00607 0031,29490,30800,60290
R72 01509 0040,7590,50710,58300
R72 01508 0004,12810,8360,21170
R72 00606 0010,17500,36110,53610
R72 00606 0007,29620,132680,162300
R72 01508 0003,12620,12820,25440
R72 01404 0013,5470,41750,47220
R72 01402 0051,27630,72270,99900
R72 01501 0006,25170,124170,149340
R72 00606 0052,17340,102010,119350
R72 01501 0008,42110,119980,162090
R72 01508 0013,34840,51650,86490
R72 00606 0022,11010,2510,13520
R72 01404 0015,7740,1630,9370
R72 01409 0044,45360,188030,233390
R72 01401 0043,22050,104960,127010
R72 01510 0040,22200,128670,150870
R72 01509 0049,21280,54700,75980
R72 01413 0005,71280,211870,283150
R72 01507 0052,26270,58380,84650
R72 00606 0056,!,!,!
R72 01508 0006,!,!,!
R72 00606 0059,!,!,!
R72 01507 0022,!,!,!
R72 01401 0007,!,!,!
R72 51406 0004,!,!,!
R72 01503 0036,!,!,!
R72 01402 0012,!,!,!
R72 01409 0046,!,!,!
R72 51219 0002,44000,163660,207660
R72 51219 0003,44000,147590,191590
R72 01409 0049,!,!,!
R72 01502 0056,25200,148610,173810
R72 51406 0005,!,!,!
R72 01510 0028,35670,143070,178740
R72 01402 0003,20180,96830,117010
R72 01510 0003,23300,96700,120000
R72 01401 0044,24620,127560,152180
R72 01501 0033,9090,0,9090
R72 01409 0033,15680,0,15680
R72 01510 0026,21480,113690,135170
R72 01510 0058,23660,86590,110250
R72 01402 0010,33600,237040,270640
R72 01404 0016,11010,55520,66530
R72 01507 0021,21950,120930,142880
R72 01409 0038,6820,0,6820
R72 01507 0037,10980,1680,12660
R72 01502 0046,!,!,!
R72 01409 0042,12550,0,12550
R72 01409 0039,12960,160550,173510
R72 01509 0023,31750,188880,220630
R72 01510 0007,21480,60800,82280
R72 01509 0041,28030,129970,158000
R72 01509 0003,!,!,!
R72 01502 0060,!,!,!
R72 01502 0041,!,!,!
R72 01506 0026,!,!,!
R72 01510 0004,!,!,!
R72 01503 0030,!,!,!
R72 01502 0048,!,!,!
R72 01401 0038,28140,128180,156320
R72 01511 0048,25200,119240,144440
R72 01401 0009,!,!,!
R72 01508 0015,!,!,!
R72 01402 0014,!,!,!
R72 01401 0006,!,!,!
R72 00607 0039,!,!,!
R72 00606 0060,!,!,!
R72 00607 0022,76730,12960,89690
R72 01507 0054,!,!,!
R72 00607 0026,!,!,!
R72 01401 0020,!,!,!
R72 01401 0033,!,!,!
R72 01401 0037,!,!,!
R72 00606 0050,41520,558770,600290
R72 00512 0035,!,!,!
R72 01401 0005,!,!,!
R72 01401 0034,!,!,!
R72 00606 0047,26650,227170,253820
R72 01508 0022,!,!,!
R72 00606 0003,!,!,!
R72 01508 0016,!,!,!
R72 00606 0061,!,!,!
R72 01501 0012,96680,9970,106650
R72 00606 0002,!,!,!
R72 00606 0049,!,!,!
R72 00606 0011,!,!,!
R72 00607 0045,!,!,!
R72 01402 0044,!,!,!
R72 00606 0004,!,!,!
R72 01403 0028,!,!,!
R72 01402 0021,!,!,!
R72 00606 0058,!,!,!
R72 01402 0017,!,!,!
R72 01401 0003,!,!,!
R72 01401 0058,!,!,!
R72 01409 0045,!,!,!
R72 01401 0025,!,!,!
R72 01508 0008,!,!,!
R72 01507 0039,!,!,!
R72 01401 0011,!,!,!
R72 01401 0024,!,!,!
R72 01402 0020,!,!,!
R72 01402 0018,!,!,!
R72 01507 0027,!,!,!
R72 01501 0016,!,!,!
R72 01507 0031,!,!,!
R72 01501 0030,!,!,!
R72 01502 0098,!,!,!
R72 01502 0097,!,!,!
R72 01509 0050,!,!,!
R72 01510 0061,24390,98870,123260
R72 01509 0026,34500,93520,128020
R72 01502 0028,!,!,!
R72 01506 0077,19800,122870,142670
R72 01510 0047,!,!,!
R72 01502 0068,21600,132500,154100
R72 50616 0003,36000,106390,142390
R72 51235 0003,18000,77940,95940
R72 51316 0002,24440,89570,114010
R72 01502 0091,15180,110550,125730
R72 01506 0024,!,!,!
R72 01402 0040,!,!,!
R72 01510 0034,24750,150400,175150
R72 01510 0044,23660,131860,155520
R72 01501 0034,8060,0,8060
R72 01404 0014,6850,1710,8560
R72 01502 0052,27830,178670,206500
R72 01510 0069,12360,147640,160000
R72 01510 0051,!,!,!
R72 01401 0053,!,!,!
R72 01510 0050,!,!,!
R72 01502 0018,!,!,!
R72 01409 0037,6960,0,6960
R72 01409 0035,6770,0,6770
R72 01409 0040,6620,0,6620
R72 01503 0040,!,!,!
R72 01502 0045,!,!,!
R72 01502 0042,!,!,!
R72 01510 0066,!,!,!
R72 01502 0073,!,!,!
R72 01506 0020,!,!,!
R72 01510 0015,!,!,!
R72 00606 0054,14050,1680,15730
R72 01402 0016,10080,2440,12520
R72 01502 0057,!,!,!
R72 01506 0017,!,!,!
R72 01411 0039,197430,1694020,1891450
R72 01502 0023,26620,115360,141980
R72 01502 0024,26620,143750,170370
R72 51316 0003,0,0,0
R72 01509 0025,33600,201580,235180
R72 01502 0077,18000,72960,90960
R72 01509 0012,17680,121940,139620
R72 01506 0001,123960,213700,337660
R72 01502 0040,37180,229570,266750
R72 01503 0027,22360,114640,137000
R72 01401 0051,!,!,!
R72 01511 0054,15370,59570,74940
R72 01402 0011,28730,8290,37020
R72 01506 0078,!,!,!
R72 01508 0043,44110,172720,216830
R72 01502 0076,18000,110110,128110
R72 01510 0018,23690,117550,141240
R72 01502 0044,!,!,!
R72 01508 0041,!,!,!
R72 01503 0031,0,0,0
R72 01502 0026,26140,123720,149860
R72 01509 0053,!,!,!
R72 00606 0053,5440,1680,7120
R72 01511 0043,11640,0,11640
R72 01502 0049,!,!,!
R72 01401 0065,!,!,!
R72 01404 0018,!,!,!
R72 01402 0028,82940,216750,299690
R72 01502 0086,!,!,!
R72 01402 0041,!,!,!
R72 01509 0037,!,!,!
R72 01508 0026,!,!,!
R72 01510 0027,!,!,!
R72 01502 0075,!,!,!
R72 01506 0027,!,!,!
R72 01401 0055,!,!,!
R72 01508 0035,19150,86270,105420
R72 01402 0009,19970,208980,228950
R72 01510 0070,20720,156620,177340
R72 01502 0016,!,!,!
R72 01510 0023,21110,130370,151480
R72 01402 0038,!,!,!
R72 01509 0015,18480,116490,134970
R72 01511 0040,22300,90920,113220
R72 01510 0059,24020,88960,112980
R72 01509 0058,!,!,!
R72 01501 0013,41530,334010,375540
R72 01510 0024,20750,81500,102250
R72 01401 0045,32860,142610,175470
R72 01510 0001,26210,146170,172380
R72 01503 0039,!,!,!
R72 50219 0001,0,0,0
R72 01502 0070,!,!,!
R72 01509 0014,!,!,!
R72 01509 0004,!,!,!
R72 01404 0021,!,!,!
R72 01510 0053,!,!,!
R72 01510 0008,!,!,!
R72 01501 0022,23520,190610,214130
R72 01506 0091,!,!,!
R72 01502 0010,!,!,!
R72 01503 0026,!,!,!
R72 01502 0047,!,!,!
R72 51235 0002,!,!,!
R72 01502 0050,!,!,!
R72 01510 0057,!,!,!
R72 01510 0055,!,!,!
R72 01510 0016,21840,132610,154450
R72 51235 0006,!,!,!
R72 00606 0066,!,!,!
R72 01401 0048,30000,168560,198560
R72 01402 0037,33600,219640,253240
R72 01503 0014,21310,168700,190010
R72 01508 0023,27230,189490,216720
R72 01503 0033,3750,5230,8980
R72 01508 0045,18700,162500,181200
R72 01402 0027,33600,51520,85120
R72 50816 0002,25600,118490,144090
R72 50816 0004,25600,113640,139240
R72 01402 0005,32260,159550,191810
